commuting_zone_geoid,commuting_zone_name,industrial_diversity,economic_complexity_index,economic_complexity_percentile_score,strategic_index,strategic_index_percentile
313,"Jordan, MT",57,-0.25395489697302626,45.24,-8.659255233136719,22.11
314,"Shelby, MT",107,-1.3638346373795143,5.44,-8.318233119350651,25.34
315,"Chester, MT",61,-0.7233617347920334,24.49,-8.689689961329272,21.6
316,"Glasgow, MT",107,-1.5415309025519712,3.23,-10.177956453001626,11.05
317,"Livingston, MT",185,0.3473009768723526,69.22,-5.236875189529743,45.41
318,"Winnett, MT",45,0.1484035702044684,61.22,-5.901688051026599,40.14
319,"Malta, MT",100,-1.3448561158633334,5.95,-10.372892143912802,9.52
320,"Colstrip, MT",88,-0.7241278870808089,24.15,-8.705596694809309,21.43
321,"Williston, ND",126,-1.3636561845878123,5.61,-6.278457085202371,37.07
322,"Thompson Falls, MT",145,-0.3398582207221846,40.14,-8.689562656853573,21.77
323,"Dickinson, ND",160,-0.92811797383566,17.01,-1.6955766300968935,66.67
324,"Hastings, NE",153,-1.2647828110635495,7.82,-3.7501904352233932,54.42
325,"Norfolk, NE",157,-0.7652864397325233,22.11,-4.287996781164303,50.85
326,"North Platte, NE",156,-0.7736187801801654,21.77,-4.283510363356259,51.02
327,"Cheyenne, WY",201,-0.4932000546477343,34.52,3.049026514931179,84.01
328,"Broken Bow, NE",100,-1.3367818023953542,6.46,-10.707621147084394,7.82
329,"Columbus, NE",138,-1.1075206441353445,11.73,-5.6905458755603595,41.67
330,"Alliance, NE",98,-1.5443607230467236,3.06,-10.32702149239727,9.86
331,"O'Neill, NE",108,-1.5516876414695782,2.72,-9.157857592322777,17.69
332,"Kearney, NE",159,-0.842193041751984,19.9,-2.8241046750246004,58.67
333,"Yankton, SD",148,-1.0987476717569504,11.9,-4.2099136533212995,51.19
334,"McCook, NE",110,-1.6685402406998553,1.7,-8.812234004422589,20.41
335,"Valentine, NE",78,-1.3432757728499103,6.29,-11.797762446214112,4.93
336,"Grand Island, NE",174,-0.8194103940496633,20.92,-0.5632726795669393,72.62
337,"Lincoln, NE",234,0.5830408411360702,75.68,1.3034550549701756,78.06
338,"Ord, NE",96,-1.3577209684689904,5.78,-9.84924973065486,12.24
339,"Hyannis, NE",47,-0.9938755406200868,15.65,-9.619350945090211,14.29
340,"Las Vegas--Henderson--Paradise, NV",234,2.1359497546281996,96.09,-11.20852845557446,6.12
341,"Elko, NV",136,-1.0843030167575982,12.76,-8.866913195085122,19.9
342,"St. George, UT",271,0.8494926519122888,81.63,-1.6066305401178553,67.18
343,"Nashua, NH-MA",335,1.7135259517919808,94.22,-14.30376684175736,3.91
344,"Keene, NH",228,0.6680338727087906,78.23,-4.00667733401945,52.55
345,"Lebanon, NH-VT",250,0.772365034336753,80.27,-0.8482351849771255,70.92
346,"Trenton, NJ",259,1.788317074936813,94.73,-7.096726313418829,33.33
347,"Newark, NJ",356,2.5790512702497335,97.96,-32.81509517485587,0.85
348,"Toms River, NJ",264,1.6608638184002127,93.88,-10.934490799638128,6.97
349,"Albuquerque, NM",225,1.2589578317674164,87.93,-7.398931084274003,31.8
350,"Roswell, NM",159,-1.068975735937952,13.44,-1.9574753711625217,64.97
351,"Las Vegas, NM",124,-0.7095981609530413,25.17,-9.699560093848069,13.27
352,"Clovis, NM",115,-1.5167167897093916,3.4,-8.143272483748406,26.87
353,"El Paso, TX-NM",211,0.4462346171799005,72.45,-1.1279107820109189,69.22
354,"Hobbs, NM",116,-1.1491113899435415,10.37,-9.10888650350205,18.2
355,"Alamogordo, NM",141,-0.08516756105888451,52.72,-9.403188066506981,15.82
356,"Taos, NM",169,0.6902227881568203,78.74,-7.944022110492021,28.74
357,"Dumas, TX",92,-2.024246372579754,0.34,-9.715727836798356,13.1
358,"Albany--Schenectady, NY",258,1.0089025264028102,84.01,-2.2537037303279406,62.41
359,"Buffalo, NY",302,1.0975445114679732,86.05,2.278029702654942,81.8
360,"New York, NY",233,3.4591719545223714,99.83,-19.585083881049464,2.55
361,"Binghamton, NY",220,0.7318707859859455,79.76,-3.8008743316831377,54.08
362,"Syracuse, NY",278,1.122351097022638,86.56,-0.9273883191526944,70.75
363,"Erie, PA",312,0.11938057921070253,59.86,20.209050575971464,99.83
364,"Elmira, NY",204,0.5105713404836981,73.47,-4.185850575042585,51.53
365,"Plattsburgh, NY",183,-0.039515795374679065,54.93,-4.854114430948416,47.79
366,"Yonkers, NY",282,2.012655860397564,95.58,-14.068863702062085,4.08
367,"Watertown, NY",144,-0.3125111656420691,42.18,-8.649820453574245,22.28
368,"Rochester, NY",252,1.3874495699794622,90.99,-4.201957032830654,51.36
369,"Burlington, NC",230,0.4385105569210429,71.6,-1.891115696645726,65.31
370,"Hickory, NC",237,0.5833443531748354,75.85,-0.6552065624290697,72.28
371,"Marion, VA",182,-0.2731435542148706,44.56,-4.003031768810847,52.72
372,"Charlotte, NC-SC",356,1.643219988113771,93.2,-8.619517054195326,22.96
373,"Boone, NC",179,0.26952720580273415,66.16,-7.884672392805801,29.25
374,"Washington, NC",192,-0.3719814456400737,39.12,-0.9837764485150088,70.07
375,"Roanoke Rapids, NC",171,-0.576649514783908,30.1,-3.530907963989626,55.61
376,"Fayetteville, NC",207,0.14169851502024178,60.71,0.42819163695273965,75.85
377,"Wilmington, NC",269,0.9981691470728177,83.67,-4.729730476496798,48.81
378,"Asheville, NC",298,1.164663764988097,86.9,-5.189411149570083,45.75
379,"Virginia Beach, VA",222,1.299250303795482,89.46,-7.268489783824881,32.65
380,"Jacksonville, NC",135,0.5963723797860991,76.87,-9.636603921414938,13.95
381,"Raleigh, NC",248,2.3350003873715117,97.11,-13.835840895452733,4.25
382,"Winston-Salem, NC",321,0.9696043030245213,83.33,4.871566001682727,88.78
383,"Greenville, NC",196,-0.11914618942764806,51.36,-1.1323113405824539,69.05
384,"Rocky Mount, NC",213,0.013547570015126754,56.12,1.3104101863630664,78.23
385,"Spartanburg, SC",274,0.5500561262085567,74.15,4.258916666036522,87.07
386,"Bowman, ND",108,-1.5863922466273812,2.21,-8.318930504915448,25.17
387,"Valley, ND",108,-0.869172796251448,19.05,-9.334444951735788,16.67
388,"Devils Lake, ND",104,-1.2355705127560068,8.33,-10.52177146221056,8.84
389,"Minot, ND",165,-0.7215715863119909,24.83,-2.609046155914568,60.03
390,"Bismarck, ND",214,-0.35077972612719954,39.63,6.14452331468626,90.14
391,"Lisbon, ND",93,-1.5087214889479028,3.74,-10.367877898920586,9.69
392,"Carrington, ND",91,-1.7792991228549475,1.02,-11.391303353506661,5.78
393,"Jamestown, ND",124,-1.3767581885721007,5.27,-7.601876245786289,30.61
394,"Rugby, ND",81,-1.1571935257305508,9.69,-11.46941137774126,5.61
395,"Mobridge, SD",100,-1.0892497416629845,12.24,-9.772386182887074,12.76
396,"Lima, OH",244,-0.2759123064393983,44.39,9.169333135336677,95.75
397,"Mansfield, OH",246,0.01695159696660742,56.29,6.226866154043223,90.31
398,"Cleveland, OH",351,1.3546230051528931,90.14,0.5451846840012771,76.19
399,"Athens, OH",149,-0.3218664034070865,41.33,-7.612403271085435,30.44
400,"Steubenville--Weirton, OH-WV-PA",230,-0.19996025595483713,47.45,5.885095660223406,89.8
401,"Canton, OH",360,0.09678615279181868,59.01,35.59421152478736,100
402,"Dayton, OH",282,0.5909821051088185,76.36,6.740408192820171,91.84
403,"Washington Court House, OH",171,-0.12578741622898262,51.19,-3.820690469941294,53.91
404,"Youngstown, OH",304,0.21693433067114265,63.78,14.089730378755611,98.47
405,"Toledo, OH-MI",282,0.35835702324885066,69.9,9.00809381114176,95.58
406,"Columbus, OH",257,1.651458754628924,93.54,-5.399989385301267,44.05
407,"Sandusky--Port Clinton, OH",230,0.13129375563404985,60.54,1.2941843324343352,77.89
408,"Parkersburg, WV-OH",237,-0.515955450167785,33.84,9.741296925921064,96.26
409,"Findlay, OH",218,-0.18591147919682904,47.62,3.7848571521539327,86.05
410,"Portsmouth, OH-KY",165,-0.4465622471335888,36.9,-8.04538079374739,27.89
411,"Muskogee, OK",152,-0.7720805163399516,21.94,-6.815831693574919,34.52
412,"Enid, OK",176,-0.689029929743804,25.68,1.0873409526559925,77.04
413,"Ardmore, OK",185,-0.9038547524833936,18.03,1.7969491287946517,79.76
414,"Weatherford, OK",146,-1.2278974128130349,8.67,-3.6650549107229486,54.93
415,"Oklahoma, OK",265,0.445513116092288,72.28,8.623642129446685,95.07
416,"Wichita Falls, TX",178,-0.5616507794156885,31.12,-1.681893598570699,66.84
417,"Miami, OK",185,-0.5521729004897817,32.31,-1.1618179004340106,68.71
418,"Tulsa, OK",301,0.9156486650338735,82.48,4.866525976469406,88.61
419,"Woodward, OK",135,-1.6243185369933986,1.87,-4.022298638461646,52.38
420,"Altus, OK",102,-1.343759728761995,6.12,-10.840551838215159,7.31
421,"McAlester, OK",162,-1.048691553358049,13.95,-1.7589238735792003,65.82
422,"Stillwater, OK",171,-0.5597760546787756,31.8,-2.5584130720315517,60.54
423,"Dallas, TX",361,2.1847933684988603,96.6,-21.97690042673344,2.21
424,"Guymon, OK",103,-1.8675954360865408,0.51,-8.081654477268675,27.38
425,"La Grande, OR",163,-0.518401213541671,33.5,-5.646766397148906,42.18
426,"Eugene, OR",282,0.705748799327132,78.91,2.687492112615639,82.99
427,"Portland, OR-WA",348,1.643734438286257,93.37,-9.75095913497119,12.93
428,"Aberdeen, WA",179,0.19005866473149383,62.93,-8.260711044915395,26.02
429,"Roseburg, OR",197,-0.18457875630554832,47.79,-2.7003715048695898,59.35
430,"Bend, OR",281,1.0907265739419465,85.88,-5.264456855038601,45.24
431,"Condon, OR",95,-0.2910147206968282,44.05,-8.856371013273195,20.07
432,"John Day, OR",95,-0.40816063452929874,38.1,-11.155179375879898,6.29
433,"Burns, OR",95,-0.7343097234046037,23.47,-11.11160443090556,6.46
434,"The Dalles, OR",181,0.0358557515964587,57.14,-4.303759230199361,50.68
435,"Medford, OR",261,0.44496544332217175,72.11,1.1856139882130392,77.55
436,"Lakeview, OR",85,-1.4539292361437153,4.25,-11.952300376228527,4.42
437,"Newport, OR",147,0.3923286643167772,70.58,-10.84632099581017,7.14
438,"Kennewick--Richland--Pasco, WA",184,-0.13387118658693534,50.85,-2.913164386926069,58.16
439,"Enterprise, OR",142,0.30916626367827427,67.86,-8.149453600193048,26.7
440,"Harrisburg, PA",343,0.7080261505789742,79.08,14.329908937454077,98.98
441,"Pittsburgh, PA",312,1.0694317440319774,85.03,1.860466166957087,80.27
442,"Altoona, PA",279,-0.16257810886507237,48.64,16.823715619884716,99.49
443,"Allentown--Bethlehem, PA-NJ",290,0.9691981035625743,83.16,2.645766849845562,82.48
444,"Williamsport, PA",271,-0.11607306903192816,51.7,15.046063414272124,99.15
445,"Bradford, PA-NY",195,-0.543348084997942,32.82,0.20050202190537256,75.34
446,"State College, PA",187,-0.06287972300769522,53.57,-4.821332792732985,47.96
447,"Scranton, PA",268,0.48996008368172383,72.96,4.040099306614545,86.56
448,"Greenville, SC",303,0.9460167933083368,82.82,3.072265921149906,84.18
449,"Hilton Head Island, SC",230,0.8571637296015913,81.8,-4.8106438808213285,48.13
450,"Columbia, SC",292,0.8439442146839093,81.46,4.748275524407336,88.27
451,"Charleston, SC",302,1.419939841165692,91.5,-7.826638052319045,29.42
452,"Myrtle Beach--North Myrtle Beach, SC-NC",288,0.6397360929470775,77.21,4.67641013065796,88.1
453,"Mitchell, SD",161,-0.8251052184679496,20.58,-2.865795329033679,58.5
454,"Brookings, SD",177,-0.6185658969747293,28.4,-0.0355237167181365,74.15
455,"Aberdeen, SD",163,-0.8488989074424175,19.56,-2.0557193373340708,63.44
456,"Chamberlain, SD",82,-1.6711141380285595,1.53,-11.578821146566156,5.27
457,"Rapid, SD",263,0.232282017117019,64.63,6.2485693165876,90.48
458,"Parkston, SD",105,-1.2672329425685862,7.65,-10.056406054913412,11.73
459,"North Eagle Butte, SD",64,-1.3231491020809436,6.63,-11.575122163667901,5.44
460,"Winner, SD",106,-1.0436220579712499,14.12,-10.24491129498701,10.54
461,"Philip, SD",76,-1.051112324900456,13.78,-10.6349726537106,8.16
462,"Buffalo, SD",49,-1.4495497479048405,4.42,-10.49627077881302,9.01
463,"Pierre, SD",131,-0.3618921922481496,39.46,-7.159114947897438,32.99
464,"Knoxville, TN",280,1.002384265723677,83.84,-2.507924289456632,60.71
465,"Murfreesboro, TN",266,0.6527496040750098,77.55,2.131563541560552,81.46
466,"Paris, TN",185,-0.4493263780032479,36.56,-1.0892219879440463,69.56
467,"Johnson, TN",245,0.2494869134310823,65.65,1.9220628108506224,80.44
468,"Nashville-Davidson, TN",310,2.423856313297737,97.79,-23.972241716155626,1.87
469,"Jackson, TN",246,-0.10657286590024044,52.04,7.046773044653176,92.86
470,"Cookeville, TN",228,-0.05224187193295779,54.25,2.3052070088333156,82.14
471,"Morristown, TN",218,0.5868341099650458,76.02,-3.731097687160109,54.59
472,"Crossville, TN",160,-0.052002429289617756,54.42,-6.324962047884824,36.56
473,"Dyersburg, TN",123,-0.8441869287817054,19.73,-8.476237846196943,24.66
474,"Columbia, TN",238,0.17158147247312652,62.24,3.016467490108394,83.67
475,"Tyler, TX",262,-0.26231680346368297,44.73,14.093789836957614,98.64
476,"Odessa, TX",176,-0.44157164071131016,37.24,-0.5829634237577543,72.45
477,"Lufkin, TX",184,-0.6836489918555271,26.02,-1.0986166321477446,69.39
478,"McAllen, TX",220,-0.07992565268576596,52.89,4.1495514357157885,86.73
479,"Amarillo, TX",258,-0.3037907975083057,43.54,16.79533560669494,99.32
480,"San Antonio, TX",250,0.7175645489139704,79.42,2.6744129482158034,82.65
481,"Houston, TX",325,1.1848872249491067,87.24,6.6042341650247955,91.16
482,"Austin, TX",288,2.6585986105607824,98.3,-26.865262363299255,1.53
483,"Snyder, TX",142,-1.0873840362610476,12.41,-3.179804608431684,57.14
484,"Killeen, TX",220,0.19842063141570046,63.1,-0.17146411041459242,73.64
485,"Lubbock, TX",236,-0.002110730356323597,55.61,6.605147315595314,91.33
486,"College Station--Bryan, TX",190,0.15292308956100595,61.39,-2.4674837355794503,61.05
487,"Alpine, TX",120,-0.1615256346963351,48.98,-7.071449716855692,33.5
488,"Plainview, TX",137,-1.152758280244328,10.03,-5.086127918382434,46.77
489,"Alice, TX",101,-1.0125309851702762,14.8,-8.610416774666234,23.13
490,"Brownwood, TX",193,-0.7632399730536809,22.45,3.1575720323332406,84.35
491,"Victoria, TX",214,-0.5552728677591601,32.14,5.950363528603716,89.97
492,"Abilene, TX",199,-0.2290031078415368,46.26,0.051560518576463564,74.66
493,"Brownsville, TX",176,0.24481134942587005,65.31,-5.304727555266608,44.9
494,"Childress, TX",134,0.1215599929428449,60.03,-5.561360419157788,42.69
495,"San Angelo, TX",203,-0.6102935260598334,28.74,6.35091454130666,90.65
496,"Gonzales, TX",175,-0.7003452032653094,25.51,-0.05769739145458215,73.98
497,"Greenville, TX",215,-0.471061096554351,35.54,5.704025905683,89.63
498,"Eagle Pass, TX",153,-0.6350596351021067,27.38,-4.730364068602771,48.64
499,"Graham, TX",170,-0.9542938774446389,16.33,0.8466389078583653,76.7
500,"Uvalde, TX",151,-0.6265940849022408,27.72,-5.029020846710424,47.28
501,"Sweetwater, TX",114,-1.238439412213401,8.16,-8.22128564176898,26.36
502,"Vernon, TX",104,-1.1430493666647188,10.71,-7.63778227409754,30.27
503,"Mexia, TX",123,-1.3013624239672883,6.97,-7.343596484160209,32.14
504,"Seminole, TX",137,-1.2269344940134785,8.84,-5.329708858776514,44.73
505,"Kerrville, TX",216,0.18069023777072166,62.76,-0.305331218058363,73.3
506,"Pampa, TX",132,-1.09284105028986,12.07,-5.755021266970544,40.82
507,"Longview, TX",248,-0.3170580426819302,41.84,12.32896401318508,97.62
508,"Fort Worth, TX",336,0.9578114994049337,82.99,8.628498915611999,95.24
509,"Brady, TX",126,-0.8374150818300096,20.07,-8.848435472870543,20.24
510,"Matador, TX",94,-0.2216921440802475,46.43,-9.44426083837423,15.31
511,"Nacogdoches, TX",167,-0.8700334889456363,18.88,-2.745091307856297,58.84
512,"Fort Stockton, TX",109,-1.5110213686680958,3.57,-8.664915549067372,21.94
513,"Sanderson, TX",60,-0.29413421141346974,43.88,-9.81202728202275,12.41
514,"Zapata--Medina, TX",94,-0.5858358260883066,29.93,-10.18803249675268,10.88
515,"Price, UT",122,-0.8631577344035197,19.22,-10.200995686739414,10.71
516,"Vernal, UT",168,-0.7075823366329502,25.34,-2.0381836003079195,63.78
517,"Salt Lake, UT",363,1.9360350666048247,95.07,-17.153481029472545,3.23
518,"Richfield, UT",150,-0.6222466727463127,28.23,-7.459967832458963,31.12
519,"Moab, UT",117,0.2995974349761374,67.35,-8.527878129168897,24.32
520,"Delta, UT",95,-1.0694027105760346,13.27,-10.47163464339242,9.18
521,"Burlington, VT",263,1.0589101129848946,84.69,-1.999132835998802,64.29
522,"Chincoteague, VA",115,0.10304101383677784,59.35,-8.791943066837579,20.58
523,"Charlottesville, VA",183,1.7934463080649372,94.9,-5.9222312392005305,39.97
524,"Covington, VA",125,0.039832507395283365,57.65,-9.359704799506575,16.5
525,"Richmond, VA",273,1.6023058223305073,92.69,-8.95579795422244,19.73
526,"Lynchburg, VA",207,0.4040801850072633,70.75,-3.913884628316798,53.06
527,"Harrisonburg, VA",226,0.3365660682033629,68.54,-0.3320634398572661,73.13
528,"Roanoke, VA",227,0.5458368439640133,73.98,-2.6148435348605146,59.86
529,"Bluefield, WV-VA",160,-0.5914734812041751,29.76,-5.5399841666614345,43.03
530,"Farmville, VA",160,-0.42476558021430055,37.76,-5.6576038019130594,42.01
531,"Fredericksburg, VA",204,1.0395431758181337,84.52,-8.512560909152842,24.49
532,"Leesburg, VA",235,1.6382993743626886,93.03,-6.940269950228038,34.35
533,"Warrenton--New Baltimore, VA",211,0.6700596875348095,78.4,-4.315729761902681,50.51
534,"Wise--Norton, VA",116,-1.0176105550636898,14.63,-10.419338248168575,9.35
535,"Tappahannock, VA",172,0.03686830152100469,57.31,-6.106227857298389,38.1
536,"Newport News, VA",159,1.3301367176051158,89.97,-8.060590439478407,27.55
537,"Martinsville, VA",154,0.03090369044783301,56.8,-7.656792327445155,30.1
538,"Lexington, VA",136,0.2200721594685031,64.12,-10.054100341631733,11.9
539,"Moses Lake, WA",130,-0.6627488429024384,26.36,-6.571351368993847,35.2
540,"Wenatchee, WA",172,0.3010733648495834,67.52,-8.564801881607032,23.64
541,"Sequim, WA",199,0.7589699914119837,80.1,-8.267789794625111,25.85
542,"Seattle--Tacoma, WA",278,2.363178291209856,97.28,-18.72716263017162,2.72
543,"Yakima, WA",166,-0.4827661039384564,35.03,-5.331531382450328,44.56
544,"Friday Harbor, WA",199,1.3752719422496442,90.65,-8.769709272626299,20.75
545,"Elkins, WV",139,-0.6380822069992754,27.21,-9.233826922392415,17.18
546,"Charleston, WV",212,0.20410973638151275,63.27,2.025256617419623,80.95
547,"Morgantown, WV",178,-0.31958339246706946,41.67,-3.895508621766215,53.23
548,"Beckley, WV",178,-0.16379533332875018,48.47,-5.11837260045827,46.26
549,"Summersville, WV",126,-0.4963922094427661,34.35,-9.557126065569863,14.8
550,"Wausau, WI",266,-0.1581365612787808,49.32,13.369843888159677,98.3
551,"Ashland, WI",152,-0.22129240719221233,46.77,-8.993093984975072,19.39
552,"Rice Lake, WI",213,-0.30051836286498135,43.71,2.2943557053762325,81.97
553,"Green Bay, WI",271,0.46527881781087604,72.79,4.655207168009197,87.93
554,"Appleton, WI",277,0.28404638023356643,66.5,10.462512019239565,96.77
555,"Madison, WI",275,1.2226167380058588,87.76,-1.0450160523872716,69.9
556,"Rhinelander, WI",190,-0.15407552192423854,49.66,-5.095456826887957,46.6
557,"Milwaukee, WI",355,1.4350803684361317,91.67,-2.669614126707712,59.52
558,"Sheboygan, WI",202,0.03220049236359274,56.97,-2.184650628290734,62.76
559,"Cody, WY",194,-0.5399493410044818,32.99,3.5694938684747277,85.54
560,"Gillette, WY",156,-1.2807656148847748,7.31,-3.1000514036576234,57.65
561,"Rock Springs, WY",148,-1.204947346287918,9.18,-5.543677609522268,42.86
562,"Casper, WY",232,-0.15073615370711693,49.83,6.872803771647042,92.18
563,"Riverton, WY",187,-0.5600236687646024,31.63,1.9677471809319267,80.78
564,"Torrington, WY",134,-1.1797988590249269,9.52,-6.747799111558175,34.86
