cbsa_geoid,cbsa_name,industrial_diversity,economic_complexity_index,economic_complexity_percentile_score,strategic_index,strategic_index_percentile
16140,"Carroll, IA Micro Area",137,-0.8873563681985891,17.51,-4.482910257813143,66.49
32380,"Mason City, IA Micro Area",178,-0.5399161779575069,35.35,-2.333993416092434,79.35
43980,"Spencer, IA Micro Area",156,-0.7589739520210221,23.78,-4.414147902760374,66.92
17540,"Clinton, IA Micro Area",153,-0.7196499306733443,26.05,-4.034358167923751,69.95
19780,"Des Moines-West Des Moines, IA Metro Area",266,0.9686395758972761,81.84,1.7132257667364896,90.81
44020,"Spirit Lake, IA Micro Area",135,-0.2012602323020104,51.46,-9.05873442085544,22.81
20220,"Dubuque, IA Metro Area",214,0.06846332820435977,61.95,-0.1539567651947868,87.57
36540,"Omaha, NE-IA Metro Area",267,1.05762876689862,83.78,-0.24959032125847164,86.7
26980,"Iowa City, IA Metro Area",127,0.6062876947747452,76.86,-7.069447721612135,44.54
22800,"Fort Madison, IA Micro Area",124,-0.8795784389971849,17.73,-7.756944011582839,37.41
36820,"Oskaloosa, IA Micro Area",117,-1.2059379986671168,5.95,-8.587147242510746,28.54
37800,"Pella, IA Micro Area",109,-0.7027484787878118,26.81,-9.380212179597352,19.78
32260,"Marshalltown, IA Micro Area",124,-1.1712053006755219,6.7,-7.970461665491633,35.24
34700,"Muscatine, IA Micro Area",124,-0.9126211438320401,16.43,-7.21623121332666,43.35
30180,"Le Mars, IA Micro Area",109,-1.514135822443198,1.3,-9.742789416688423,16.76
36900,"Ottumwa, IA Micro Area",132,-1.0760625353036657,8.76,-8.855360962164818,25.08
22700,"Fort Dodge, IA Micro Area",132,-0.982556532587503,12.76,-8.46236448589735,30.27
43580,"Sioux City, IA-NE-SD Metro Area",196,-0.6683123311011288,28.97,2.750971388430806,92.11
11860,"Atchison, KS Micro Area",101,-0.39837064623931506,42.27,-9.19776948382699,21.3
24460,"Great Bend, KS Micro Area",135,-1.0958870882798128,8.43,-5.919223922630099,55.46
48620,"Wichita, KS Metro Area",246,0.18910414157259114,65.3,5.9195298721153495,95.89
21380,"Emporia, KS Micro Area",116,-0.9014215530077545,16.97,-9.425383759635752,19.35
27900,"Joplin, MO-KS Metro Area",232,-0.6316193396416727,30.49,10.77295076378381,99.03
11680,"Arkansas City-Winfield, KS Micro Area",108,-1.0724978798631313,8.97,-7.635914420288726,38.7
38260,"Pittsburg, KS Micro Area",116,-0.6312837380540351,30.59,-8.5972417305201,28.32
41140,"St. Joseph, MO-KS Metro Area",187,-0.32405045684437334,45.41,-0.8360241585318603,84.54
29940,"Lawrence, KS Metro Area",167,1.3131078314844293,88.65,-9.9129945326148885,15.14
25700,"Hays, KS Micro Area",138,-0.7070114278521284,26.38,-7.740564520316528,37.95
23780,"Garden City, KS Micro Area",139,-1.1364689089275601,7.35,-5.369867759307886,60.65
19980,"Dodge City, KS Micro Area",114,-0.9808999554655913,13.08,-7.811554108257526,36.86
36840,"Ottawa, KS Micro Area",106,-1.0464260265050611,9.73,-9.430792434696283,19.24
31740,"Manhattan, KS Metro Area",122,0.06789311065751949,61.84,-7.6255301329378895,38.81
45820,"Topeka, KS Metro Area",178,0.42127471423204266,72.86,-3.2890541628959604,74.59
28140,"Kansas City, MO-KS Metro Area",317,1.2839412432370167,87.89,0.6322508972595025,89.08
32700,"McPherson, KS Micro Area",112,-0.9400124385609236,15.57,-7.464362923268733,40.86
41460,"Salina, KS Micro Area",150,-0.46391493381694265,38.92,-6.101309951767679,52.97
26740,"Hutchinson, KS Micro Area",177,-0.6708610608242802,28.65,-0.3552644818685871,86.49
30580,"Liberal, KS Micro Area",96,-1.4374916058238456,1.95,-8.93363558131889,24.32
14540,"Bowling Green, KY Metro Area",225,0.03725923321410234,60.86,1.0624909763574486,89.95
23180,"Frankfort, KY Micro Area",132,0.9861712008259289,82.16,-4.10356306046741,69.19
23980,"Glasgow, KY Micro Area",174,-0.6355579098227937,30.05,-1.4921282270296488,82.59
34460,"Mount Sterling, KY Micro Area",146,-0.9849325047909263,12.54,-5.549176433131856,58.7
33180,"Middlesborough, KY Micro Area",109,-0.6825907121263239,27.78,-8.710845719835955,26.92
30460,"Lexington-Fayette, KY Metro Area",243,0.9676223694005677,81.73,-1.586652273014718,82.16
26580,"Huntington-Ashland, WV-KY-OH Metro Area",230,-0.3651570858176327,43.35,6.648474168807483,96.65
19220,"Danville, KY Micro Area",163,-0.40847494691047714,41.73,-3.542476940868389,73.51
34660,"Murray, KY Micro Area",121,-0.24423955378498777,49.3,-8.010316387416072,34.59
17300,"Clarksville, TN-KY Metro Area",163,-0.06535003987587457,56.54,-3.2587701498562467,74.92
18340,"Corbin, KY Micro Area",171,-0.683737888941032,27.68,-2.8939581068079514,76.86
36980,"Owensboro, KY Metro Area",182,-0.4592901911401065,39.14,-2.025890723201428,80.86
40080,"Richmond-Berea, KY Micro Area",166,0.036564337312589436,60.76,-4.865417528300635,64.32
38210,"Pikeville, KY Micro Area",139,-0.8070879397899633,21.19,-6.024678464317465,54.59
32460,"Mayfield, KY Micro Area",141,-0.7901822738701246,22.27,-6.302307270904314,51.68
15820,"Campbellsville, KY Micro Area",138,-1.0165678156319422,11.24,-7.768423495357694,37.19
21060,"Elizabethtown, KY Metro Area",144,-0.185515607771022,51.78,-7.950909369903541,35.57
25775,"Henderson, KY Micro Area",157,-1.0476703185375489,9.62,-2.8142322693903674,77.19
31580,"Madisonville, KY Micro Area",127,-1.0220674942745247,10.92,-7.206753897457035,43.78
43700,"Somerset, KY Micro Area",182,-0.5394517722969399,35.46,-2.2125996780552186,80.32
23190,"Franklin, KY Micro Area",108,-0.6777963460441475,28,-7.9778466957058844,35.14
29180,"Lafayette, LA Metro Area",259,0.24678753445365445,67.46,6.284273971162257,96.22
12940,"Baton Rouge, LA Metro Area",241,0.4110950497830154,72.54,3.753228590439364,93.95
19760,"DeRidder, LA Micro Area",135,-0.7471051179368111,24.32,-7.54116773750974,39.68
43340,"Shreveport-Bossier City, LA Metro Area",240,-0.11230336236112756,54.7,8.314581706233435,97.95
29340,"Lake Charles, LA Metro Area",212,-0.23322680023621084,49.95,3.312505233966678,92.86
35020,"Natchez, MS-LA Micro Area",156,-0.864139110274457,18.38,-2.6901028951234642,77.73
10780,"Alexandria, LA Metro Area",172,-0.5306442647788877,35.78,-4.140669589569388,68.54
35340,"New Iberia, LA Micro Area",167,-0.46324559247522984,39.03,-3.064984228583678,75.89
35380,"New Orleans-Metairie, LA Metro Area",280,1.690810941197798,92.86,-6.597913476480387,49.19
26380,"Houma-Bayou Cane-Thibodaux, LA Metro Area",175,-0.21292597611834263,50.81,-2.9197435429898215,76.76
40820,"Ruston, LA Micro Area",153,-0.19423795650701794,51.68,-6.411360451631773,50.59
33740,"Monroe, LA Metro Area",219,-0.535910631477404,35.68,7.532118719589167,97.62
35060,"Natchitoches, LA Micro Area",113,-0.7381831663321977,24.97,-8.717656144917822,26.7
36660,"Opelousas, LA Micro Area",172,-1.0239231816699084,10.59,0.38994014784149295,88.54
34020,"Morgan City, LA Micro Area",144,-0.1419029589265109,53.84,-4.036043978114105,69.84
43640,"Slidell-Mandeville-Covington, LA Metro Area",273,1.2934456376297927,88.32,-7.052245660241163,45.08
25220,"Hammond, LA Metro Area",197,-0.1793421380709149,52.11,-1.5148645892598285,82.49
14220,"Bogalusa, LA Micro Area",113,-1.1707644007456899,6.81,-9.008230680340844,23.24
33380,"Minden, LA Micro Area",129,-1.3840393680123069,2.16,-7.3485088951995206,41.51
30340,"Lewiston-Auburn, ME Metro Area",223,0.13477104916844096,64,-1.3762788894012277,82.81
38860,"Portland-South Portland, ME Metro Area",267,1.6365439232760977,92.32,-13.546243363325495,4.65
12300,"Augusta-Waterville, ME Micro Area",180,0.09260559557795556,62.7,-6.224222443908796,52.11
12620,"Bangor, ME Metro Area",219,0.13553669179425512,64.11,-2.461298059078668,79.14
19060,"Cumberland, MD-WV Micro Area",163,-0.12173482095328533,54.49,-5.470873884165333,59.68
12580,"Baltimore-Columbia-Towson, MD Metro Area",246,2.381840584822583,97.73,-13.267388583532894,4.76
30500,"Lexington Park, MD Metro Area",147,1.2841600471915908,88,-9.82728244725073,16
15700,"Cambridge, MD Micro Area",138,0.22759274715237252,67.03,-6.878290328621992,46.27
41540,"Salisbury, MD Metro Area",193,0.46672723934483656,74.16,-5.201228499591927,61.51
20660,"Easton, MD Micro Area",193,1.3946959068025855,89.62,-10.761716411821023,10.49
25180,"Hagerstown-Martinsburg, MD-WV Metro Area",234,0.07230052119359384,62.05,1.543792221761416,90.59
36180,"Ocean Pines, MD Micro Area",159,1.150030725982898,86.16,-11.477155423308805,8.11
12700,"Barnstable Town, MA Metro Area",210,1.8508504472042642,94.49,-16.32602438036486,2.49
38340,"Pittsfield, MA Metro Area",199,1.3546624590084633,89.3,-10.492563801042824,11.46
39300,"Providence-Warwick, RI-MA Metro Area",299,1.493427126448437,91.14,-6.20396918845003,52.32
47240,"Vineyard Haven, MA Micro Area",163,1.9108789925038254,95.03,-13.621379722278531,4.54
14460,"Boston-Cambridge-Newton, MA-NH Metro Area",291,3.6179627803101053,99.68,-38.79034887596688,0.43
24640,"Greenfield, MA Micro Area",196,0.4758526883886014,74.38,-6.3356014411660935,51.35
44140,"Springfield, MA Metro Area",227,0.903209189810198,81.08,-1.7342238568324653,81.84
11200,"Amherst Town-Northampton, MA Metro Area",172,1.6434146472601945,92.43,-9.370288887662044,20
34880,"Nantucket, MA Micro Area",146,2.161688430790286,96.54,-12.018371462906405,7.14
49340,"Worcester, MA Metro Area",267,1.200660775659785,87.03,-4.9974799769518015,63.35
26090,"Holland, MI Micro Area",215,0.0606416568675841,61.62,0.8360835966029294,89.51
10980,"Alpena, MI Micro Area",158,-0.2231915204047316,50.38,-6.796418544713773,47.57
24340,"Grand Rapids-Wyoming-Kentwood, MI Metro Area",322,0.74980436072131,79.35,11.403533588882059,99.14
13020,"Bay City, MI Metro Area",193,-0.12362792716595834,54.27,-2.5814993534003614,78.59
45900,"Traverse City, MI Metro Area",277,0.8205175256685355,80,-3.250375209190813,75.14
35660,"Niles, MI Metro Area",211,0.19057296979874114,65.62,-0.9032679410520801,84.43
17740,"Coldwater, MI Micro Area",141,-0.5612114948931561,33.73,-6.248973672472209,52
12980,"Battle Creek, MI Metro Area",163,0.18422208923675798,65.08,-4.812337431272183,64.65
42300,"Sault Ste. Marie, MI Micro Area",125,0.11684087146284625,63.14,-9.269666545190363,20.32
29620,"Lansing-East Lansing, MI Metro Area",209,0.8735197925189351,80.54,-4.048650083951539,69.73
21540,"Escanaba, MI Micro Area",171,-0.05470669826356576,56.86,-6.782350639016836,47.68
27020,"Iron Mountain, MI-WI Micro Area",153,-0.17152050137521646,52.43,-6.797804518708442,47.14
37950,"Petoskey, MI Micro Area",161,1.0015474970655553,82.59,-10.637301000212712,10.81
22420,"Flint, MI Metro Area",212,0.34475148255896193,70.49,-3.3172815905803086,74.38
10940,"Alma, MI Micro Area",132,-0.9739026787319115,13.62,-6.763215129032404,47.89
25880,"Hillsdale, MI Micro Area",136,-1.1839529520067127,6.27,-7.293094668496176,42.05
26340,"Houghton, MI Micro Area",140,0.4330639419155152,73.19,-8.667730381346438,27.57
34380,"Mount Pleasant, MI Micro Area",131,-0.12723580649858562,54.05,-8.483954149550806,30.05
27100,"Jackson, MI Metro Area",186,0.002065184291977831,60,-2.9519383356395856,76.43
28020,"Kalamazoo-Portage, MI Metro Area",225,0.9138570326301579,81.19,-4.733440276927743,65.19
19820,"Detroit-Warren-Dearborn, MI Metro Area",311,1.1371542587024766,85.62,2.996993409970729,92.54
10300,"Adrian, MI Micro Area",187,-0.5148717184465286,36.86,-0.4751150586809929,86.27
32100,"Marquette, MI Micro Area",160,0.433942852439658,73.51,-9.97605842535969,14.59
31220,"Ludington, MI Micro Area",140,-0.21593132273729548,50.7,-9.44046487242075,19.14
13660,"Big Rapids, MI Micro Area",128,-0.653550617458118,29.3,-9.265522075290466,20.54
31940,"Marinette, WI-MI Micro Area",153,-0.6711526082852682,28.43,-6.000507730033615,54.81
33220,"Midland, MI Metro Area",133,0.6016696697286819,76.65,-8.46059834309764,30.38
15620,"Cadillac, MI Micro Area",165,-0.44529607719369063,40.22,-4.860156066854068,64.43
33780,"Monroe, MI Metro Area",189,-0.31872167735570495,45.84,-2.502322952209295,79.03
34740,"Muskegon-Norton Shores, MI Metro Area",197,-0.010237232696348922,59.35,-2.008618375809105,81.19
40980,"Saginaw, MI Metro Area",199,0.3966224954484027,71.78,-3.5754783750225165,73.08
44780,"Sturgis, MI Micro Area",158,-0.8589946226965568,18.7,-3.7747582955938634,71.35
37020,"Owosso, MI Micro Area",168,-0.4508918574012824,39.89,-3.4634852417926596,74.16
11460,"Ann Arbor, MI Metro Area",159,2.408770378270967,97.95,-3.568261767405243,73.3
33460,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",332,1.8145739746385299,93.95,-9.709682956814493,17.41
19810,"Detroit Lakes, MN Micro Area",157,-0.09796616004752882,55.57,-7.340812839859174,41.62
13420,"Bemidji, MN Micro Area",159,-0.02979901636188438,58.38,-7.305939201126315,41.84
41060,"St. Cloud, MN Metro Area",231,-0.12044350544942335,54.59,4.338762115898848,94.38
31860,"Mankato, MN Metro Area",192,-0.09935550815778373,55.35,-2.161817804749791,80.54
35580,"New Ulm, MN Micro Area",123,-1.1280307227286515,7.68,-7.760453658570174,37.3
20260,"Duluth, MN-WI Metro Area",211,0.3635067005343042,70.7,-3.534998975228271,73.62
14660,"Brainerd, MN Micro Area",205,-0.047181948318497265,57.62,-3.751038048703079,71.46
22020,"Fargo, ND-MN Metro Area",234,0.632233745498571,77.19,-1.134776972650779,83.46
40340,"Rochester, MN Metro Area",148,0.1894884869868589,65.41,-8.025881258582151,34.16
10820,"Alexandria, MN Micro Area",184,-0.171192192949675,52.54,-4.128252048885255,68.65
10660,"Albert Lea, MN Micro Area",137,-1.073488211408777,8.86,-5.8376326090592165,55.68
39860,"Red Wing, MN Micro Area",159,-0.5038076594684668,37.41,-5.6744452274917,57.19
29100,"La Crosse-Onalaska, WI-MN Metro Area",191,-0.011800242387211807,59.14,-4.476137247838202,66.59
24330,"Grand Rapids, MN Micro Area",157,-0.3457389276013302,44.32,-7.777776522110328,37.08
48820,"Willmar, MN Micro Area",142,-0.9202284310246482,16.32,-6.450069015044281,50.27
32140,"Marshall, MN Micro Area",114,-1.1609398309649333,7.03,-8.021443104634619,34.27
26780,"Hutchinson, MN Micro Area",150,-0.594897450735663,31.78,-6.075390856831735,53.62
21860,"Fairmont, MN Micro Area",115,-1.1773987878101146,6.38,-8.686862976240256,27.35
12380,"Austin, MN Micro Area",117,-0.8693250034070615,18.16,-8.375463271124442,31.46
49380,"Worthington, MN Micro Area",89,-1.352063580413378,2.59,-9.611228322359096,17.84
22260,"Fergus Falls, MN Micro Area",179,-0.6944143616696815,27.46,-0.7513278373098423,85.08
24220,"Grand Forks, ND-MN Metro Area",175,-0.06748116163196514,56.32,-3.1797652546373234,75.35
22060,"Faribault-Northfield, MN Micro Area",135,0.020940687837085987,60.54,-8.50214391294833,29.62
43620,"Sioux Falls, SD-MN Metro Area",239,0.39943987258352026,72,2.2347885212926517,91.57
36940,"Owatonna, MN Micro Area",135,-0.5494332638515006,34.38,-7.53617317403703,39.78
47420,"Wahpeton, ND-MN Micro Area",112,-1.4484690268209166,1.84,-7.2923538913745505,42.16
49100,"Winona, MN Micro Area",155,-0.24493135830778207,49.19,-4.789991163643792,64.97
18420,"Corinth, MS Micro Area",136,-0.822504555474609,20.76,-8.215782579278967,32.32
17380,"Cleveland, MS Micro Area",120,-1.0005088022724884,11.57,-7.598489009615638,39.35
24900,"Greenwood, MS Micro Area",123,-1.233876668879912,5.08,-7.052679975503665,44.97
32940,"Meridian, MS Micro Area",176,-0.6009723659100008,31.68,-2.8068518757046856,77.3
17260,"Clarksdale, MS Micro Area",113,-0.580455765399167,32.65,-7.853673135948919,36.43
27140,"Jackson, MS Metro Area",230,-0.05004807593643757,57.3,5.484629701820202,95.35
25620,"Hattiesburg, MS Metro Area",173,-0.5663143411412218,33.3,-5.010274658949388,63.14
24980,"Grenada, MS Micro Area",127,-1.067175600077828,9.08,-8.074045417790474,33.62
25060,"Gulfport-Biloxi, MS Metro Area",171,0.3684856797110657,70.92,-7.560191687329082,39.57
46180,"Tupelo, MS Micro Area",190,-0.5700910307811375,32.97,0.16985125246505461,87.89
29860,"Laurel, MS Micro Area",128,-1.576799295404779,0.86,-6.211340148659512,52.22
37060,"Oxford, MS Micro Area",147,0.4332692292044912,73.3,-8.507822526060327,29.51
15020,"Brookhaven, MS Micro Area",128,-1.240072772237369,4.76,-8.287469464743516,32
18060,"Columbus, MS Micro Area",176,-0.831659922393248,20.43,-0.7335120995123403,85.19
44260,"Starkville, MS Micro Area",110,-0.30271857282546355,46.59,-9.181375068799317,21.62
38100,"Picayune, MS Micro Area",154,-0.7865171380815282,22.49,-5.491417134262169,59.24
32620,"McComb, MS Micro Area",141,-1.4543025020128166,1.73,-5.551932487643451,58.59
46980,"Vicksburg, MS Micro Area",116,-0.6279889368054323,30.7,-9.530335400167003,18.38
24740,"Greenville, MS Micro Area",150,-1.1239439947230556,7.89,-3.9573811009987847,70.05
28860,"Kirksville, MO Micro Area",125,-0.8628507473661885,18.49,-8.708751343224092,27.03
33020,"Mexico, MO Micro Area",134,-1.0390515115620658,9.84,-6.796622385336707,47.35
17860,"Columbia, MO Metro Area",183,0.48370996448633796,74.59,-5.35499530228936,60.97
38740,"Poplar Bluff, MO Micro Area",147,-0.9027227225207564,16.86,-7.277052253744076,42.49
27620,"Jefferson City, MO Metro Area",172,-0.3805149354962715,42.59,-2.631651896859203,78.38
44180,"Springfield, MO Metro Area",250,0.23251808638651386,67.14,3.7517020330494244,93.84
28380,"Kennett, MO Micro Area",101,-1.011079100608275,11.46,-9.388291987295002,19.68
48460,"West Plains, MO Micro Area",175,-0.8210277991233622,20.97,-0.23077821835116816,86.92
47660,"Warrensburg, MO Micro Area",97,-1.0264576131317857,10.49,-10.036612878294337,14.05
30060,"Lebanon, MO Micro Area",132,-1.0223569764780598,10.81,-8.822078178427317,25.84
25300,"Hannibal, MO Micro Area",160,-0.9991124007250312,11.68,-3.2508936955890744,75.03
43460,"Sikeston, MO Micro Area",148,-0.9222604663997817,16.11,-3.955402633745434,70.16
32340,"Maryville, MO Micro Area",103,-1.359009287037879,2.49,-10.26534948794424,12.54
42740,"Sedalia, MO Micro Area",151,-0.9382461123855138,15.78,-5.213259965140523,61.41
40620,"Rolla, MO Micro Area",137,-0.40592680373229945,41.84,-9.19051123975193,21.51
22780,"Fort Leonard Wood, MO Micro Area",67,-0.5683375913774666,33.19,-9.969945517768151,14.7
33620,"Moberly, MO Micro Area",117,-1.484791007526819,1.41,-8.670394550038942,27.46
22100,"Farmington, MO Micro Area",155,-0.6917594409996527,27.57,-5.540030105731888,58.81
32180,"Marshall, MO Micro Area",98,-1.5696438990281034,0.97,-8.945065310823473,24.11
14700,"Branson, MO Micro Area",147,1.5312279568879485,91.68,-10.972137295689777,9.95
25740,"Helena, MT Metro Area",213,0.8824795475139238,80.65,-8.769816610130016,26.05
13740,"Billings, MT Metro Area",273,0.17157959608988957,64.86,6.923326646312475,97.08
24500,"Great Falls, MT Metro Area",194,0.05299957864767005,61.41,-4.571084831094718,65.95
28060,"Kalispell, MT Micro Area",265,1.274905855835455,87.68,-11.8878827124503,7.24
14580,"Bozeman, MT Metro Area",278,1.8586307414366563,94.59,-18.841987280944263,1.95
33540,"Missoula, MT Metro Area",273,1.1588096518042956,86.27,-9.06736401659553,22.7
15580,"Butte-Silver Bow, MT Micro Area",178,0.020826245291956084,60.43,-6.924841882920354,45.95
25580,"Hastings, NE Micro Area",156,-1.2209215001226907,5.62,-3.0831252203439536,75.78
42420,"Scottsbluff, NE Micro Area",156,-0.8905045663383031,17.19,-4.979223369822154,63.57
28260,"Kearney, NE Micro Area",177,-0.4393825425326655,40.76,-3.5327615258904106,73.84
18100,"Columbus, NE Micro Area",142,-1.0299719964528156,10.27,-4.150839598845701,68.43
30420,"Lexington, NE Micro Area",97,-1.7333532979540995,0.43,-8.714443193808837,26.81
23340,"Fremont, NE Micro Area",147,-0.9727774967084922,13.73,-5.660778849645868,57.51
13100,"Beatrice, NE Micro Area",130,-1.2326549707164671,5.19,-6.696515824454824,48.43
24260,"Grand Island, NE Metro Area",178,-0.7999111710860819,21.51,-1.2061562924594034,83.24
30700,"Lincoln, NE Metro Area",228,0.7803145487096217,79.57,-2.2464872275716825,80.11
35820,"North Platte, NE Micro Area",148,-0.7050475303430007,26.59,-7.262930517347536,42.59
35740,"Norfolk, NE Micro Area",179,-0.6710033559331499,28.54,-0.5226342203798144,85.73
21980,"Fallon, NV Micro Area",117,-0.3342174946892217,44.76,-9.235900708328142,20.97
29820,"Las Vegas-Henderson-North Las Vegas, NV Metro Area",234,2.3886412995620265,97.84,-16.201338294529283,2.7
21220,"Elko, NV Micro Area",128,-0.5847800328972028,32.54,-9.447625902756606,19.03
49080,"Winnemucca, NV Micro Area",93,-1.2195907497139196,5.73,-11.107528529289155,9.3
39900,"Reno, NV Metro Area",284,1.261356257496549,87.46,-5.37562659218562,60.54
37220,"Pahrump, NV Micro Area",147,0.3499376892842565,70.59,-8.56239409279563,28.97
16180,"Carson City, NV Metro Area",171,0.6339751959843317,77.3,-6.66658242052302,48.65
29060,"Laconia, NH Micro Area",200,0.6869911348437386,78.49,-9.045406422792265,23.03
28300,"Keene, NH Micro Area",203,0.5323648804442287,75.14,-7.118386081417124,44.11
30150,"Lebanon-Claremont, NH-VT Micro Area",218,1.1010494861553661,84.65,-8.215780040373495,32.43
31700,"Manchester-Nashua, NH Metro Area",276,1.7110670287436318,93.19,-11.534856002840026,8
18180,"Concord, NH Micro Area",237,1.0034883206316607,82.7,-5.920635438186381,55.24
12100,"Atlantic City-Hammonton, NJ Metro Area",184,1.1245751685225338,85.08,-9.647090633337614,17.73
35620,"New York-Newark-Jersey City, NY-NJ Metro Area",289,3.482811099307892,99.57,-35.55432163262814,0.65
47220,"Vineland, NJ Metro Area",183,-0.15414408521773296,53.08,-2.560027059696171,78.81
45940,"Trenton-Princeton, NJ Metro Area",166,2.762185432175008,98.7,-3.846696799896459,70.7
10900,"Allentown-Bethlehem-Easton, PA-NJ Metro Area",274,0.8902452991076029,80.86,3.3279361909034693,92.97
10740,"Albuquerque, NM Metro Area",231,1.5244316336910217,91.57,-10.310373804386634,12.32
40740,"Roswell, NM Micro Area",160,-0.6171413494887329,30.81,-3.638228877859718,72.54
17580,"Clovis, NM Micro Area",123,-1.066491744998197,9.19,-7.3033145052567985,41.95
29740,"Las Cruces, NM Metro Area",187,0.4489119112376093,73.95,-5.128165159324332,62.05
16100,"Carlsbad-Artesia, NM Micro Area",150,-0.7441141185460814,24.54,-3.4388492603857164,74.27
43500,"Silver City, NM Micro Area",116,-0.3241249069447336,45.3,-9.762103416919235,16.54
26020,"Hobbs, NM Micro Area",107,-1.2366471903700254,4.97,-8.446181171853274,30.7
40760,"Ruidoso, NM Micro Area",156,0.6346294598946592,77.41,-11.189395347581325,8.97
31060,"Los Alamos, NM Micro Area",27,2.350207447244529,97.62,-0.09707539187220038,87.78
19700,"Deming, NM Micro Area",103,-0.8866993911021274,17.62,-9.566123026393843,18.05
23700,"Gallup, NM Micro Area",126,-0.4527716365635125,39.57,-9.92712656746876,14.92
29780,"Las Vegas, NM Micro Area",108,-0.10792793287642895,55.03,-9.902650811356954,15.24
10460,"Alamogordo, NM Micro Area",107,-0.09492703280593941,55.68,-10.243194731559255,12.65
21580,"Española, NM Micro Area",113,0.18106655482658074,64.97,-8.869174517819221,24.86
22140,"Farmington, NM Metro Area",170,-0.7606459329860124,23.68,-2.92569593495018,76.65
42140,"Santa Fe, NM Metro Area",204,2.0374994579670958,95.78,-16.39822083585929,2.38
45340,"Taos, NM Micro Area",169,1.114270379620037,84.86,-11.438159589912553,8.43
10580,"Albany-Schenectady-Troy, NY Metro Area",225,1.386780718212685,89.51,-7.06462947643703,44.65
13780,"Binghamton, NY Metro Area",194,0.6372813088565155,77.51,-5.103920634535958,62.27
36460,"Olean, NY Micro Area",144,-0.5586306305906805,33.84,-8.798513909744456,25.95
12180,"Auburn, NY Micro Area",161,-0.23840134250566228,49.51,-5.467391647714208,59.78
27460,"Jamestown-Dunkirk, NY Micro Area",190,-0.1689228862321549,52.76,-2.175664687633052,80.43
21300,"Elmira, NY Metro Area",190,-0.01045460881465729,59.24,-3.834742133211945,70.81
38460,"Plattsburgh, NY Micro Area",159,0.2608575479058927,67.89,-5.919268326154071,55.35
26460,"Hudson, NY Micro Area",186,0.9828506447467726,82.05,-8.064349848605612,33.73
18660,"Cortland, NY Micro Area",137,-0.1450977717100818,53.73,-8.544996828466035,29.19
28880,"Kiryas Joel-Poughkeepsie-Newburgh, NY Metro Area",260,1.1240926523163546,84.97,-6.382077654827052,51.03
15380,"Buffalo-Cheektowaga, NY Metro Area",294,1.1380636936012736,85.73,0.649332875549812,89.19
24100,"Gloversville, NY Micro Area",139,-0.037610400600960596,58.05,-8.888606412794925,24.76
12860,"Batavia, NY Micro Area",166,-0.2490635957843069,48.97,-4.866890259132951,64.22
46540,"Utica-Rome, NY Metro Area",222,0.37986631551912886,71.35,1.0063973957967591,89.84
48060,"Watertown-Fort Drum, NY Metro Area",125,-0.2440279213836757,49.41,-9.26979132435773,20.22
40380,"Rochester, NY Metro Area",245,1.495898967907097,91.24,-5.554612431495716,58.49
45060,"Syracuse, NY Metro Area",250,1.0241506562256653,83.35,-2.3135626777416176,79.57
11220,"Amsterdam, NY Micro Area",123,-0.22397067451643893,50.27,-8.833078088633966,25.62
36580,"Oneonta, NY Micro Area",138,0.22421022290746515,66.81,-9.804459916079082,16.32
32390,"Massena-Ogdensburg, NY Micro Area",136,-0.544651143912472,35.03,-8.44386415187373,30.81
42900,"Seneca Falls, NY Micro Area",130,-0.4645044476358234,38.7,-7.50500436822501,40.54
18500,"Corning, NY Micro Area",132,-0.12676028542451923,54.16,-8.421971973239646,31.24
33910,"Monticello, NY Micro Area",136,0.3426691101667349,70.38,-7.820815618496327,36.76
27060,"Ithaca, NY Metro Area",137,1.716575245180964,93.3,-8.040409723369017,33.95
28740,"Kingston, NY Metro Area",244,1.3507211675924768,89.08,-11.883841233212996,7.35
24020,"Glens Falls, NY Metro Area",190,0.4432417533167423,73.73,-6.567888915858317,49.51
15500,"Burlington, NC Metro Area",198,0.15975715506368734,64.54,-3.7169570213539815,71.68
25860,"Hickory-Lenoir-Morganton, NC Metro Area",231,0.2696070590897822,68.22,3.8875880006669927,94.05
16740,"Charlotte-Concord-Gastonia, NC-SC Metro Area",349,1.4155052922927724,89.95,-0.1838154975955636,87.35
47820,"Washington, NC Micro Area",155,-0.5118008358032218,36.97,-5.620227237884208,57.95
48900,"Wilmington, NC Metro Area",263,1.2564552668560762,87.35,-10.378061777832974,11.89
11700,"Asheville, NC Metro Area",286,1.3273474079258298,88.86,-10.299594983609907,12.43
47260,"Virginia Beach-Chesapeake-Norfolk, VA-NC Metro Area",208,1.2718491581775355,87.57,-7.561680843019314,39.46
33980,"Morehead City, NC Micro Area",189,1.1256644713642834,85.3,-12.856572943301998,5.3
20500,"Durham-Chapel Hill, NC Metro Area",161,2.981942482630396,98.92,-3.80374160441648,71.14
43140,"Shelby-Kings Mountain, NC Micro Area",167,-0.28968856766355017,47.14,-3.873255998143147,70.59
35100,"New Bern, NC Micro Area",143,0.09652062456528217,62.81,-8.225607178010968,32.22
22180,"Fayetteville, NC Metro Area",108,0.20849328776414003,66.16,-6.5686161850963884,49.41
